-8.472881916210840414e-01,-9.078347736526365397e-01,-8.616418710250259849e-01,8.936246025074660038e-01,8.918900089097252515e-01,-7.877850649506339398e-01
-8.309677675562887611e-01,-8.988417024016350787e-01,-9.028783597487839430e-01,5.427731805622935252e-02,1.023016073725509179e+00,-8.407272946356570964e-01
-6.251747242187593034e-01,-7.736152506391884565e-01,-8.309973583890986060e-01,2.940908278994398550e-01,8.918900089097252515e-01,-7.048886789964531330e-01
-5.992069068459413561e-01,-7.562563322568232049e-01,-8.314306665017824338e-01,-4.253497016301916456e-01,7.607639440939413245e-01,-7.608163727614586369e-01
-1.049134879193937442e+00,-1.007663679416102465e+00,-9.348227967227632496e-01,1.373251622193887078e+00,1.940898527435996446e+00,-9.404218918132062344e-01
-1.060088188594128900e+00,-1.012477799672962364e+00,-1.032341194749583524e+00,1.493158377115492152e+00,1.154142138541292884e+00,-9.674104870962479952e-01
7.141930223824080048e-01,5.769215313933867550e-01,7.496624913361727982e-01,-3.054429467085863492e-01,-1.206127028142817137e+00,9.141882008596590170e-01
-9.909846738289067591e-01,-9.810661029546078327e-01,-1.000396757775604328e+00,5.427731805622935252e-02,7.607639440939413245e-01,-9.505326634974136102e-01
-6.595449447812717914e-01,-7.960543585101905739e-01,-8.123651095436877911e-01,2.092692151723518634e+00,8.918900089097252515e-01,-7.476803308095356648e-01
-1.103547645006553335e+00,-1.030966876864018333e+00,-1.083953005504829870e+00,6.538110926642555221e-01,1.285268203357076811e+00,-1.076220701264676949e+00
-8.742753927792001889e-01,-9.224031462927096969e-01,-9.728335472743182555e-01,1.253344867272281782e+00,-1.571185096165459705e-01,-9.659774643378564729e-01
8.867723664885888146e-01,8.184595819289682828e-01,7.624691533332771387e-01,4.139975828210450959e-01,-7.471858012875735033e-01,8.065522692293564111e-01
1.223940112547292847e+00,1.334825621562288900e+00,1.150616931606407212e+00,7.737178475858608184e-01,-8.127488336954654669e-01,1.368137965767932229e+00
1.262492367473944777e+00,1.397615833939422902e+00,1.258245852262520392e+00,-1.024883476238217739e+00,-4.193706392481137413e-01,1.239683397953218247e+00
-1.120994954833636426e+00,-1.038114556149490664e+00,-1.080655049313846483e+00,2.940908278994398550e-01,1.285268203357076811e+00,-1.085077578035291923e+00
-9.623933711749678155e-01,-9.673468532605593584e-01,-9.933193919350994383e-01,1.373251622193887078e+00,7.607639440939413245e-01,-1.021128937442066675e+00
-9.795817328580336270e-01,-9.756452333808768307e-01,-9.015784354107319043e-01,-6.651632114734020718e-01,6.296378792781573974e-01,-8.886141384785763986e-01
1.018909571966804206e+00,1.013814736275503003e+00,9.930612872999300400e-01,-1.864230760689454591e+00,-1.140563995734925173e+00,9.813611426592654396e-01
5.648136459467065773e-01,3.802986218836382215e-01,7.362780851888235389e-01,-3.054429467085863492e-01,-2.599244480076207120e-02,5.919372080663474200e-01
6.853346937335502709e-01,5.380363197289608213e-01,7.879621139628506521e-01,7.737178475858608184e-01,-9.438748985112493939e-01,6.559455579411723747e-01
1.421067689187172522e+00,1.663976954602238489e+00,1.391512169585768177e+00,-1.855361917869811361e-01,-2.226815420244379062e-01,1.449561522775988376e+00
-1.148939857862326441e+00,-1.049234570953489820e+00,-1.039562996627649616e+00,6.538110926642555221e-01,6.296378792781573974e-01,-1.021029421972733831e+00
-7.957828726727728119e-01,-8.789847745707612958e-01,-9.447166652957139643e-01,5.339043377426503367e-01,4.329487820544815624e-01,-9.154236059168193718e-01
-1.135815600424910476e+00,-1.044062414588990295e+00,-1.026202663153227501e+00,-4.253497016301916456e-01,8.263269765018332880e-01,-1.071583280393770821e+00
1.049820247510987237e+00,1.060818050974558613e+00,1.169393616489379228e+00,-1.855361917869811361e-01,-1.599505222590168918e+00,1.198523799837192705e+00
-8.280091056393694693e-01,-8.971966258661017157e-01,-8.876644304589912382e-01,6.538110926642555221e-01,7.607639440939413245e-01,-7.930991910130028577e-01
